COL,CP,TIPO PENSION,EDAD,MUNICIPIO,CIUDAD
ZONA CENTRO,34000,VI,50,Durango,Victoria de Durango
FIDEL VELAZQUEZ I,34229,CE,50,Durango,Victoria de Durango
LOPEZ PORTILLO,34010,CE,50,Durango,Victoria de Durango
FRACC. CIUDAD INDUSTRIAL,34208,CE,50,Durango,Victoria de Durango
FRACC SANTA ROSA,35069,CE,50,Gómez Palacio,Gómez Palacio
JARDINES DE CANCUN,34169,CE,50,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,CE,49,Gómez Palacio,Gómez Palacio
ASENTAMIENTOS HUMANOS,34145,CE,49,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,IN,49,Gómez Palacio,Gómez Palacio
LOC. SAN JACINTO,35173,CE,48,Lerdo,
VILLAS DEL GUADIANA,34224,CE,47,Durango,Victoria de Durango
LOC. NAZARENO,35188,CE,47,Lerdo,
EJIDO CANDIDO AGUILAR,35134,CE,47,Gómez Palacio,
EJIDAL,34843,CE,47,Nombre de Dios,Nombre de Dios
ROBERTO FIERRO,35165,CE,46,Lerdo,Ciudad Lerdo
HECTOR MAYAGOYTIA,35060,CE,46,Gómez Palacio,Gómez Palacio
LUZ Y ESPERANZA,34017,CE,46,Durango,Victoria de Durango
EL DORADO,35028,CE,46,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,VI,45,Durango,Victoria de Durango
JOSE MARIA MORELOS,34197,VO,45,Durango,Victoria de Durango
LOC 10 DE ABRIL,34647,CE,44,Santiago Papasquiaro,Santiago Papasquiaro
EJ NOE,35136,CE,44,Gómez Palacio,
LOS ANGELES DGO,35113,CE,44,Gómez Palacio,
SILVESTRE REVUELTAS,34150,CE,44,Durango,Victoria de Durango
CENTRO,35000,VE,43,Gómez Palacio,Gómez Palacio
CENTRO,35000,CE,43,Gómez Palacio,Gómez Palacio
FRACC. CANELAS,34290,CE,43,Durango,Victoria de Durango
BOSQUES DEL VALLE,34227,VI,40,Durango,Victoria de Durango
AZCAPOTZALCO,34160,CE,40,Durango,Victoria de Durango
INDEPENDENCIA,35045,IPP,40,Gómez Palacio,Gómez Palacio
LOC. LA LOMA,35190,CE,38,Lerdo,
COL CARLOS LUNA,34205,CE,38,Durango,Victoria de Durango
COL SANTA FE,34240,IPP,38,Durango,Victoria de Durango
VALLE ORIENTE,34284,VI,38,Durango,Victoria de Durango
GPE VICTORIA INFONAVIT,34220,VI,37,Durango,Victoria de Durango
FRACC BARCELONA,34000,VE,36,Durango,Victoria de Durango
CEBALLOS,35210,IN,35,Mapimí,
RESIDENCIAL LOS PINOS,34162,IPP,34,Durango,Victoria de Durango
CEBALLOS,35210,VO,33,Mapimí,
NIﾃ前S HEROES,34043,IPT,33,Durango,Victoria de Durango
NIﾃ前ES HEROES,34043,IPT,33,Durango,Victoria de Durango
LA PEﾃ羨,34953,IPP,30,Pueblo Nuevo,
EL DORADO,35028,VE,62,Gómez Palacio,Gómez Palacio
CENTRO,35000,VO,54,Gómez Palacio,Gómez Palacio
HAMBURGO,35019,CE,51,Gómez Palacio,Gómez Palacio
EL DORADO,35025,CE,50,Gómez Palacio,Gómez Palacio
COL. EL EDEN,35158,IN,49,Lerdo,Ciudad Lerdo
LOS ALAMOS,35020,VE,48,Gómez Palacio,Gómez Palacio
ROSALES,35164,CE,48,Lerdo,Ciudad Lerdo
LOC- LA LAGUNETA,35180,CE,47,Lerdo,
SAN ALBERTO,35015,CE,47,Gómez Palacio,Gómez Palacio
MADERO,35027,CE,45,Gómez Palacio,Gómez Palacio
CENTRO,35000,CE,44,Gómez Palacio,Gómez Palacio
EL COMPAS DGO,35118,CE,43,Gómez Palacio,
CENTRO 35,35700,CE,43,Nazas,
VALENTIN FOMEZ FARIAS,34010,CE,51,Durango,Victoria de Durango
IGNACIO ALLENDE,34723,VI,35,Guadalupe Victoria,
RICARDO FLORES MAGON,35090,VI,49,Gómez Palacio,Gómez Palacio
ZONA CENTRO,35150,CE,46,Lerdo,Ciudad Lerdo
FRACC. CERRO LINDO,35049,CE,49,Gómez Palacio,Gómez Palacio
FRACC SILVESTRE REVUELTAS,34131,VI,51,,
ZONA CENTRO,34000,IN,23,Durango,Victoria de Durango
DOM. CONOCIDO EJ. EL CASTILLO,35141,IN,23,Gómez Palacio,
COL. SANTA MARIA,34050,VI,68,Durango,Victoria de Durango
SANTA MARIA,34050,VI,67,Durango,Victoria de Durango
HUIZACHE I,34160,VI,64,Durango,Victoria de Durango
EJ BUCARELI,35136,VI,59,Gómez Palacio,
VENCEDORES,34680,VI,58,San Dimas,
J GPE RODRIGUEZ,34280,VE,55,Durango,Victoria de Durango
J GPE RODRIGUEZ,34280,VE,55,Durango,Victoria de Durango
DEL VALLE,34130,CE,54,Durango,Victoria de Durango
OCTAVIO PAZ,34234,CE,53,Durango,Victoria de Durango
LOS VIﾃ薦DOS,35027,CE,52,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
MAYAGOITIA,34010,CE,51,Durango,Victoria de Durango
MIGUEL DE LA MADRID,35015,CE,50,Gómez Palacio,Gómez Palacio
COL. LAZARO CARDENAS,34019,CE,50,Durango,Victoria de Durango
FRACC SANTA ROSA,35069,CE,50,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,CE,49,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,CE,49,Gómez Palacio,Gómez Palacio
EJ NOE,35136,CE,49,Gómez Palacio,
FIDEL VELAZQUEZ I,34229,CE,48,Durango,Victoria de Durango
LOC. SAN JACINTO,35173,CE,48,Lerdo,
CDA DEL FERROCARRIL,34020,CE,47,Durango,Victoria de Durango
QUINTAS SAN ISIDRO,35158,CE,47,Lerdo,Ciudad Lerdo
FRACC CANELAS,34290,CE,46,Durango,Victoria de Durango
EST NOE,35136,CE,46,Gómez Palacio,
ROBERTO FIERRO,35165,CE,46,Lerdo,Ciudad Lerdo
PICACHOS,34167,VI,45,Durango,Victoria de Durango
LOC 10 DE ABRIL,34647,CE,44,Santiago Papasquiaro,Santiago Papasquiaro
LOC AHEDO,35106,CE,44,Gómez Palacio,
NVO LOS ALAMOS,35020,CE,44,Gómez Palacio,Gómez Palacio
DOM. CONOCIDO EJ. 13 DE MARZO,35130,CE,44,Gómez Palacio,
POB. LA POPULAR,35130,CE,44,Gómez Palacio,
CENTRO,35000,VE,43,Gómez Palacio,Gómez Palacio
LOC AHEDO,35239,CE,43,Mapimí,
LAS BUGAMBILIAS,34234,CE,43,Durango,Victoria de Durango
CENTRO,35000,CE,43,Gómez Palacio,Gómez Palacio
VILLA UNION,34803,VI,40,Poanas,
AZCAPOTZALCO,34160,CE,40,Durango,Victoria de Durango
LOC DOLORES,35147,VI,38,Gómez Palacio,
LOC. LA LOMA,35190,CE,38,Lerdo,
EL VERGEL,35120,CE,38,Gómez Palacio,
LAS MARGARITAS,35250,CE,38,Tlahualilo,
HIDALGO,34310,CE,38,Durango,
VALLE ORIENTE,34284,VI,38,Durango,Victoria de Durango
VILLA NAPOLES,35018,VO,38,Gómez Palacio,Gómez Palacio
VALLE CHAPALA,35025,VI,38,Gómez Palacio,Gómez Palacio
EL TAPEXTLE,34956,VO,38,Pueblo Nuevo,
EMILIANO ZAPATA,35153,CE,37,Lerdo,Ciudad Lerdo
FRACC. GPE. VICTORIA,34220,VI,37,Durango,Victoria de Durango
HIPODROMO,34270,IPP,37,Durango,Victoria de Durango
COL. LEGISLADORES DURANGUEﾃ前S,34046,CE,35,Durango,Victoria de Durango
EJIDO NVO. GOMEZ,35025,CE,33,Gómez Palacio,Gómez Palacio
HUIZACHE I,34160,CE,32,Durango,Victoria de Durango
DOM CON LA FERRERIA,34330,IPP,31,Durango,
COL. LAS ENCINAS,34039,CE,29,Durango,Victoria de Durango
LOS VIﾃ薦DOS,35027,VI,63,Gómez Palacio,Gómez Palacio
FILADELFIA,35010,VE,56,Gómez Palacio,Gómez Palacio
CENTRO,35150,VE,55,Lerdo,Ciudad Lerdo
CINCO DE MAYO,35168,CE,51,Lerdo,Ciudad Lerdo
NUEVA JERUSALEM,35158,CE,51,Lerdo,Ciudad Lerdo
LOS ALAMOS,35020,VE,48,Gómez Palacio,Gómez Palacio
ROSALES,35164,CE,48,Lerdo,Ciudad Lerdo
,00nan,,41,,
,00nan,,41,,
J GPE. RODRIGUEZ,34280,VE,51,Durango,Victoria de Durango
AMPL. SANTA ROSA,35047,IPP,47,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ I,34229,VE,40,Durango,Victoria de Durango
CENTRO,34000,CE,53,Durango,Victoria de Durango
ZONA CENTRO,34000,CE,53,Durango,Victoria de Durango
ARTURO GAMIZ,34218,CE,48,Durango,Victoria de Durango
FRACC. CERRO LINDO,35049,CE,49,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,IN,23,Durango,Victoria de Durango
CENTRO,34000,IN,23,Durango,Victoria de Durango
ZONA CENTRO,34000,IN,23,Durango,Victoria de Durango
ZONA CENTRO,34000,IN,23,Durango,Victoria de Durango
DOM. CONOCIDO EJ. EL CASTILLO,35141,IN,23,Gómez Palacio,
COL. SANTA MARIA,34050,VI,68,Durango,Victoria de Durango
SANTA MARIA,34050,VI,67,Durango,Victoria de Durango
EL DORADO,35025,VI,63,Gómez Palacio,Gómez Palacio
JOSE ANGEL LEAL,34206,VI,61,Durango,Victoria de Durango
CNOP,34646,VI,58,Santiago Papasquiaro,Santiago Papasquiaro
VENCEDORES,34680,VI,58,San Dimas,
FRACC. JARDINES DE DURANGO,34200,VI,57,Durango,Victoria de Durango
FRACC. EX HACIENDA TAPIAS,34305,CE,56,Durango,
J GPE RODRIGUEZ,34280,VE,55,Durango,Victoria de Durango
GPE VICTORIA,34220,CE,54,Durango,Victoria de Durango
BARRIO DE ANALCO,34138,CE,54,Durango,Victoria de Durango
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
MAYAGOITIA,34010,CE,51,Durango,Victoria de Durango
FRACC. TORREMOLINOS,35015,CE,51,Gómez Palacio,Gómez Palacio
FCO. SARABIA,35167,CE,51,Lerdo,Ciudad Lerdo
LOC JAUJA,35297,VI,50,Tlahualilo,
LOC EL VERGEL,35120,VI,50,Gómez Palacio,
FIDEL VELAZQUEZ,35025,CE,49,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,CE,49,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,34229,CE,47,Durango,Victoria de Durango
EL MIRADOR (SECTOR VIAS),34945,CE,47,Pueblo Nuevo,El Salto
8 DE SEPTIEMBRE,34198,VI,46,Durango,Victoria de Durango
ROBERTO FIERRO,35165,CE,46,Lerdo,Ciudad Lerdo
FRACC. JARDINES DE SAN ANTONIO,34227,IPP,46,Durango,Victoria de Durango
JOSE REVUELTAS,34219,VI,45,Durango,Victoria de Durango
PICACHOS,34167,VI,45,Durango,Victoria de Durango
JOSE MARIA MORELOS,34197,VO,45,Durango,Victoria de Durango
LOC 10 DE ABRIL,34647,CE,44,Santiago Papasquiaro,Santiago Papasquiaro
LOC AHEDO,35106,CE,44,Gómez Palacio,
DOM. CONOCIDO EJ. 13 DE MARZO,35130,CE,44,Gómez Palacio,
INSURGENTES,34130,CE,44,Durango,Victoria de Durango
EL SALITRE,35600,VI,43,Tepehuanes,
CENTRO,35000,VE,43,Gómez Palacio,Gómez Palacio
LOC AHEDO,35239,CE,43,Mapimí,
LOC. EL NAYAR,34307,VO,42,Durango,
CENTRO,35000,IN,40,Gómez Palacio,Gómez Palacio
LOC DOLORES,35147,VI,38,Gómez Palacio,
LOC. LA LOMA,35190,CE,38,Lerdo,
EL VERGEL,35120,CE,38,Gómez Palacio,
VALLE ORIENTE,34284,VI,38,Durango,Victoria de Durango
VALLE CHAPALA,35025,VI,38,Gómez Palacio,Gómez Palacio
EL PUEBLO,34649,CE,37,Santiago Papasquiaro,Santiago Papasquiaro
EMILIANO ZAPATA,35153,CE,37,Lerdo,Ciudad Lerdo
FRACC. GPE. VICTORIA,34220,VI,37,Durango,Victoria de Durango
FRACC. GPE VICTORIA,34220,VI,37,Durango,Victoria de Durango
HIPODROMO,34270,IPP,37,Durango,Victoria de Durango
VILLAS DEL GUADIANA II,34224,VI,36,Durango,Victoria de Durango
FCO VILLA,34630,VI,36,Santiago Papasquiaro,Santiago Papasquiaro
COL. LEGISLADORES DURANGUEﾃ前S,34046,CE,35,Durango,Victoria de Durango
MAYAGOITIA,34010,AS,35,Durango,Victoria de Durango
EL NAYAR,34144,VO,35,Durango,Victoria de Durango
RESIDENCIAL LOS PINOS,34162,IPP,34,Durango,Victoria de Durango
FRACC RINCONADAS HAMBURGO,35018,IN,34,Gómez Palacio,Gómez Palacio
EJIDO NVO. GOMEZ,35025,CE,33,Gómez Palacio,Gómez Palacio
LOC MARTHA,35239,CE,32,Mapimí,
HUIZACHE I,34160,CE,32,Durango,Victoria de Durango
BENIGNO MONTOYA,34195,IN,31,Durango,Victoria de Durango
DOM CON LA FERRERIA,34330,IPP,31,Durango,
CENTRO,35000,CE,29,Gómez Palacio,Gómez Palacio
FILADELFIA,35010,VE,56,Gómez Palacio,Gómez Palacio
HAMBURGO,35019,CE,51,Gómez Palacio,Gómez Palacio
CINCO DE MAYO,35168,CE,51,Lerdo,Ciudad Lerdo
ROSALES,35164,CE,48,Lerdo,Ciudad Lerdo
CAMPILLO SAENZ,35079,CE,47,Gómez Palacio,Gómez Palacio
VILLA PUERTA DEL SOL,35049,CE,46,Gómez Palacio,Gómez Palacio
,00nan,,41,,
,00nan,,41,,
FRANCISCO VILLA,35050,CE,43,Gómez Palacio,Gómez Palacio
SAN ISIDRO,35156,VI,62,Lerdo,Ciudad Lerdo
FRACC.PARQUE HUNDIDO,35049,VE,90,Gómez Palacio,Gómez Palacio
BERMEJILLO,35230,CE,70,Mapimí,
AMPL. SANTA ROSA,35047,IPP,47,Gómez Palacio,Gómez Palacio
CENTRO,34000,CE,53,Durango,Victoria de Durango
CANELAS,34290,CE,48,Durango,Victoria de Durango
LA VCITORIA,34947,IN,38,Pueblo Nuevo,El Salto
COL. AMALIA SOLORZANO,34136,IN,24,Durango,Victoria de Durango
ZONA CENTRO,34000,IN,23,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,IPP,16,Gómez Palacio,Gómez Palacio
COL. SANTA MARIA,34050,VI,68,Durango,Victoria de Durango
SANTA MARIA,34050,VI,67,Durango,Victoria de Durango
COL. FCO ZARCO,34210,VI,67,Durango,Victoria de Durango
EL DORADO,35025,VI,63,Gómez Palacio,Gómez Palacio
CONOCIDO,35601,VE,63,,
BRITTINGHAM,35030,VI,60,Gómez Palacio,Gómez Palacio
CNOP,34646,VI,58,Santiago Papasquiaro,Santiago Papasquiaro
VENCEDORES,34680,VI,58,San Dimas,
FRACC. JARDINES DE DURANGO,34200,VI,57,Durango,Victoria de Durango
VICENTE GUERRERO,34700,VE,56,Guadalupe Victoria,
VALLE AZUL,35027,VE,55,Gómez Palacio,Gómez Palacio
COL SAN ISIDRO,34038,CE,55,Durango,Victoria de Durango
DEL VALLE,34130,CE,54,Durango,Victoria de Durango
ZONA CENTRO,34800,CE,52,Poanas,
BENITO JUAREZ,34120,CE,51,Durango,Victoria de Durango
ARTURO GAMIZ,34218,CE,51,Durango,Victoria de Durango
AMPL. LAS PALMAS,35168,CE,51,Lerdo,Ciudad Lerdo
CHAVARRIA VIEJO EJIDO,34955,CE,51,Pueblo Nuevo,
IV CENTENARIO,34150,CE,51,Durango,Victoria de Durango
JARDINES DE SAN ANTONIO,34227,CE,51,Durango,Victoria de Durango
FRACC. TORREMOLINOS,35015,CE,51,Gómez Palacio,Gómez Palacio
LOC JAUJA,35297,VI,50,Tlahualilo,
LOC EL VERGEL,35120,VE,50,Gómez Palacio,
S J GRACIA,34465,VE,50,Canatlán,
MIGUEL DE LA MADRID,35015,CE,50,Gómez Palacio,Gómez Palacio
FRACC. VALLE DEL NAZAS,35070,CE,50,Gómez Palacio,Gómez Palacio
SAHOP,34190,VE,49,Durango,Victoria de Durango
DOMINGO ARRIETA,34180,VE,49,Durango,Victoria de Durango
FIDEL VELAZQUEZ I,34229,CE,48,Durango,Victoria de Durango
LOC EL VERGEL,35120,CE,48,Gómez Palacio,
FRACC. CAMINOS DEL SOL,34236,CE,48,Durango,Victoria de Durango
LOC. SAN JACINTO,35173,CE,48,Lerdo,
CDA DEL FERROCARRIL,34020,CE,47,Durango,Victoria de Durango
QUINTAS SAN ISIDRO,35158,CE,47,Lerdo,Ciudad Lerdo
HUIZACHEII,34160,IN,47,Durango,Victoria de Durango
CENTRO,35150,CE,46,Lerdo,Ciudad Lerdo
8 DE SEPTIEMBRE,34198,VI,46,Durango,Victoria de Durango
VALLE DEL NAZAS,35070,CE,46,Gómez Palacio,Gómez Palacio
ASENTAMIENTOS HUMANOS,34145,VI,46,Durango,Victoria de Durango
FRACC. JARDINES DE SAN ANTONIO,34227,IPP,46,Durango,Victoria de Durango
JOSE REVUELTAS,34219,VI,45,Durango,Victoria de Durango
PICACHOS,34167,VI,45,Durango,Victoria de Durango
FIDEL VELAZQUEZ II,34229,CE,45,Durango,Victoria de Durango
VILLA DEL GUADIANA 3,34224,IN,45,Durango,Victoria de Durango
NVO LOS ALAMOS,35020,CE,44,Gómez Palacio,Gómez Palacio
POB. LA POPULAR,35130,CE,44,Gómez Palacio,
SANTIAGO BAYACORA,34301,CE,44,,
LOS ANGELES DGO,35113,CE,44,Gómez Palacio,
LAS BUGAMBILIAS,34234,CE,43,Durango,Victoria de Durango
JUAN LIRA,34188,CE,42,Durango,Victoria de Durango
RICARDO FLORES MAGON,34136,VI,42,Durango,Victoria de Durango
MAYAGOITIA,34010,CE,41,Durango,Victoria de Durango
SANTA ROSA,35040,CE,41,Gómez Palacio,Gómez Palacio
BOSQUES DEL VALLE,34227,VI,40,Durango,Victoria de Durango
CENTRO,35000,IN,40,Gómez Palacio,Gómez Palacio
LOC DOLORES,35147,VI,38,Gómez Palacio,
EL VERGEL,35120,CE,38,Gómez Palacio,
HIDALGO,34310,CE,38,Durango,
VALLE ORIENTE,34284,VI,38,Durango,Victoria de Durango
VILLA NAPOLES,35018,VO,38,Gómez Palacio,Gómez Palacio
CENTRO,35000,VE,37,Gómez Palacio,Gómez Palacio
EL PUEBLO,34649,CE,37,Santiago Papasquiaro,Santiago Papasquiaro
ABASOLO,35774,CE,37,Rodeo,
CENTRO,35000,IN,37,Gómez Palacio,Gómez Palacio
CENTRO,35000,IN,37,Gómez Palacio,Gómez Palacio
VILLAS DEL GUADIANA II,34224,VI,36,Durango,Victoria de Durango
FCO VILLA,34630,VI,36,Santiago Papasquiaro,Santiago Papasquiaro
COL. CIPRES DE LA TINAJA,34217,CE,36,Durango,Victoria de Durango
FRAC. VALLE DEL TAGARETE,34638,CE,35,Santiago Papasquiaro,Santiago Papasquiaro
LAS FLORES,35155,CE,35,Lerdo,Ciudad Lerdo
ROSALES,35020,IN,35,Gómez Palacio,Gómez Palacio
FRACC RINCONADAS HAMBURGO,35018,IN,34,Gómez Palacio,Gómez Palacio
LOS REMEDIOS,34100,VE,33,Durango,Victoria de Durango
LOC LA LUZ,35120,IPP,33,Gómez Palacio,
CEBALLOS,35210,VO,33,Mapimí,
LOC MARTHA,35239,CE,32,Mapimí,
BENIGNO MONTOYA,34195,IN,31,Durango,Victoria de Durango
EMILIANO ZAPATA,35153,OR,29,Lerdo,Ciudad Lerdo
EMILIANO ZAPATA,35153,OR,29,Lerdo,Ciudad Lerdo
EMILIANO ZAPATA,35153,OR,29,Lerdo,Ciudad Lerdo
EMILIANO ZAPATA,35153,OR,29,Lerdo,Ciudad Lerdo
LOS VIﾃ薦DOS,35027,VI,63,Gómez Palacio,Gómez Palacio
COL. FIDEL VELAZQUEZ,35025,CE,56,Gómez Palacio,Gómez Palacio
FOVISSSTE,35057,CE,50,Gómez Palacio,Gómez Palacio
VILLA PARAISO,35157,IN,49,Lerdo,Ciudad Lerdo
CAMPILLO SAENZ,35079,CE,47,Gómez Palacio,Gómez Palacio
CERROLINDO,35073,CE,47,Gómez Palacio,Gómez Palacio
FRACC MIRAVALLE,35015,IN,31,Gómez Palacio,Gómez Palacio
CENTRO,35000,IN,30,Gómez Palacio,Gómez Palacio
J GPE. RODRIGUEZ,34280,VE,51,Durango,Victoria de Durango
ESTA NOE,35136,IPP,41,Gómez Palacio,
CHALCHIHUITES,99260,VI,52,,
EMILIANO ZAPATA,34230,OR,30,Durango,Victoria de Durango
SAN ISIDRO,35156,VI,62,Lerdo,Ciudad Lerdo
FIDEL VELAZQUEZ I,34229,VE,40,Durango,Victoria de Durango
ZONA CENTRO,34000,CE,53,Durango,Victoria de Durango
COL. CIPRES DE LA TINAJA,34217,VI,60,Durango,Victoria de Durango
EL CIPRES LA TINAJA,34217,VO,60,Durango,Victoria de Durango
COL. AMALIA SOLORZANO,34136,IN,24,Durango,Victoria de Durango
LA CRUZ,35600,VE,23,Tepehuanes,
ZONA CENTRO,34000,IN,23,Durango,Victoria de Durango
FRANCISCO ZARCO,34210,IPP,18,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,IPP,16,Gómez Palacio,Gómez Palacio
COL. SANTA MARIA,34050,VI,68,Durango,Victoria de Durango
SANTA MARIA,34050,VI,67,Durango,Victoria de Durango
HUIZACHE I,34160,VI,64,Durango,Victoria de Durango
EL DORADO,35025,VI,63,Gómez Palacio,Gómez Palacio
LAS PALMAS,35168,VI,63,Lerdo,Ciudad Lerdo
LAS PALMAS,35168,VI,63,Lerdo,Ciudad Lerdo
CENTRO,34420,VI,63,Nuevo Ideal,
HUIZACHE I,34160,VI,62,Durango,Victoria de Durango
EJ BUCARELI,35136,VI,59,Gómez Palacio,
CNOP,34646,VI,58,Santiago Papasquiaro,Santiago Papasquiaro
VENCEDORES,34680,VI,58,San Dimas,
FRACC. JARDINES DE DURANGO,34200,VI,57,Durango,Victoria de Durango
EL REFUGIO,35029,VI,55,Gómez Palacio,Gómez Palacio
VALLE AZUL,35027,VE,55,Gómez Palacio,Gómez Palacio
5 DE MAYO,35090,VI,55,Gómez Palacio,Gómez Palacio
POR LA VIA BUELTA EN LA J.M. MORELOS(TINAJ)(19)P,34390,VI,54,Durango,
FIDEL VELAZQUEZ I,34229,CE,54,Durango,Victoria de Durango
GPE VICTORIA,34220,CE,54,Durango,Victoria de Durango
BARRIO DE ANALCO,34138,CE,54,Durango,Victoria de Durango
OCTAVIO PAZ,34234,CE,53,Durango,Victoria de Durango
EMILIANO ZAPATA,34230,CE,53,Durango,Victoria de Durango
LOS VIﾃ薦DOS,35027,CE,52,Gómez Palacio,Gómez Palacio
SANTA TERESA,35049,CE,51,Gómez Palacio,Gómez Palacio
BENITO JUAREZ,34120,CE,51,Durango,Victoria de Durango
CHAVARRIA VIEJO EJIDO,34955,CE,51,Pueblo Nuevo,
IV CENTENARIO,34150,CE,51,Durango,Victoria de Durango
FCO. SARABIA,35167,CE,51,Lerdo,Ciudad Lerdo
LOC JAUJA,35297,VI,50,Tlahualilo,
MIGUEL DE LA MADRID,35015,CE,50,Gómez Palacio,Gómez Palacio
LOPEZ PORTILLO,34010,CE,50,Durango,Victoria de Durango
COL. LAZARO CARDENAS,34019,CE,50,Durango,Victoria de Durango
FRACC SANTA ROSA,35069,CE,50,Gómez Palacio,Gómez Palacio
EJ NOE,35136,CE,49,Gómez Palacio,
FIDEL VELAZQUEZ I,34229,CE,48,Durango,Victoria de Durango
FRACC. CAMINOS DEL SOL,34236,CE,48,Durango,Victoria de Durango
EL DORADO,35028,CE,47,Gómez Palacio,Gómez Palacio
QUINTAS SAN ISIDRO,35158,CE,47,Lerdo,Ciudad Lerdo
CENTRO,35150,CE,46,Lerdo,Ciudad Lerdo
FRACC CANELAS,34290,CE,46,Durango,Victoria de Durango
EST NOE,35136,CE,46,Gómez Palacio,
FRACC. JARDINES DE SAN ANTONIO,34227,IPP,46,Durango,Victoria de Durango
VALLE DE MEXICO,34194,VI,46,Durango,Victoria de Durango
PICACHOS,34167,VI,45,Durango,Victoria de Durango
CENTRO,35000,CE,44,Gómez Palacio,Gómez Palacio
FRACC. RINC. TORREMOLINOS,35017,CE,44,Gómez Palacio,Gómez Palacio
SANTIAGO BAYACORA,34301,CE,44,,
LOS ANGELES DGO,35113,CE,44,Gómez Palacio,
INSURGENTES,34130,CE,44,Durango,Victoria de Durango
LOC LA AURORA,35132,IN,44,Gómez Palacio,
LAS BUGAMBILIAS,34234,CE,43,Durango,Victoria de Durango
DIVISION DEL NORTE,34189,CE,43,Durango,Victoria de Durango
CENTRO,35000,CE,43,Gómez Palacio,Gómez Palacio
RICARDO FLORES MAGON,34136,VI,42,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,CE,41,Gómez Palacio,Gómez Palacio
MAYAGOITIA,34010,CE,41,Durango,Victoria de Durango
SANTA ROSA,35040,CE,41,Gómez Palacio,Gómez Palacio
FRACC. SANTA ELENA,34205,IN,41,Durango,Victoria de Durango
UNIVERSAL,34165,VI,40,Durango,Victoria de Durango
UNIVERSAL,34165,VI,40,Durango,Victoria de Durango
UNIVERSAL,34165,VI,40,Durango,Victoria de Durango
UNIVERSAL,34165,VI,40,Durango,Victoria de Durango
DOLORES DEL RIO,34188,VO,40,Durango,Victoria de Durango
DOLORES DEL RIO,34188,VO,40,Durango,Victoria de Durango
DOLORES DEL RIO,34188,VO,40,Durango,Victoria de Durango
DOLORES DEL RIO,34188,VO,40,Durango,Victoria de Durango
CENTRO,35000,IN,40,Gómez Palacio,Gómez Palacio
LOC DOLORES,35147,VI,38,Gómez Palacio,
LAS MARGARITAS,35250,CE,38,Tlahualilo,
HIDALGO,34310,CE,38,Durango,
LOS ALAMOS,34299,VI,38,Durango,Victoria de Durango
LOS ALAMOS,34299,VO,38,Durango,Victoria de Durango
EL TAPEXTLE,34956,VO,38,Pueblo Nuevo,
CENTRO,35000,VE,37,Gómez Palacio,Gómez Palacio
ABASOLO,35774,CE,37,Rodeo,
VILLAS DEL GUADIANA II,34224,VI,36,Durango,Victoria de Durango
MAYAGOITIA,34010,AS,35,Durango,Victoria de Durango
ROSALES,35020,IN,35,Gómez Palacio,Gómez Palacio
NVO. LOS ALAMOS,35027,VO,34,Gómez Palacio,Gómez Palacio
FRACC RINCONADAS HAMBURGO,35018,IN,34,Gómez Palacio,Gómez Palacio
LOS REMEDIOS,34100,VE,33,Durango,Victoria de Durango
ABASOLO POB RODEO,35774,VE,32,Rodeo,
DOM. CONOCIDO EJ. LA POPULAR,35130,CE,31,Gómez Palacio,
CENTRO,35000,CE,29,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,IPP,29,Gómez Palacio,Gómez Palacio
ARROYO SECO,34147,IPP,28,Durango,Victoria de Durango
LOS VIﾃ薦DOS,35027,VI,63,Gómez Palacio,Gómez Palacio
CENTRO,35150,VE,55,Lerdo,Ciudad Lerdo
TIERRA BLANCA,35045,CE,51,Gómez Palacio,Gómez Palacio
NUEVA JERUSALEM,35158,CE,51,Lerdo,Ciudad Lerdo
CENTRO,35000,CE,48,Gómez Palacio,Gómez Palacio
